taxonomic_order,species,PRIMARY_COM_NAME,genus,family,add.to,do.not.break,notes,needs.statement
4519,Haplophaedia_lugens,Hoary Puffleg,Haplophaedia,Trochilidae (Hummingbirds),,,,
4520,Eriocnemis_nigrivestis,Black-breasted Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4521,Eriocnemis_isabellae,Gorgeted Puffleg,Eriocnemis,Trochilidae (Hummingbirds),"Eriocnemis_nigrivestis, Eriocnemis_isabellae, Eriocnemis_vestita",,Closely related to E. vestita and particularly E. nigrivestis,yes
4522,Eriocnemis_vestita,Glowing Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4527,Eriocnemis_derbyi,Black-thighed Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4528,Eriocnemis_godini,Turquoise-throated Puffleg,Eriocnemis,Trochilidae (Hummingbirds),"Eriocnemis_godini, Eriocnemis_cupreoventris",,Closely related to E. cupreoventris,yes
4529,Eriocnemis_cupreoventris,Coppery-bellied Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4530,Eriocnemis_luciani,Sapphire-vented Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4538,Eriocnemis_mosquera,Golden-breasted Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4539,Eriocnemis_glaucopoides,Blue-capped Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4540,Eriocnemis_mirabilis,Colorful Puffleg,Eriocnemis,Trochilidae (Hummingbirds),"Eriocnemis_mirabilis, Eriocnemis_aline",,"Closely related to E. aline, from which it is separated by the arid valley of R Patia",yes
4541,Eriocnemis_aline,Emerald-bellied Puffleg,Eriocnemis,Trochilidae (Hummingbirds),,,,
4544,Loddigesia_mirabilis,Marvelous Spatuletail,Loddigesia,Trochilidae (Hummingbirds),,,,
4545,Aglaeactis_cupripennis,Shining Sunbeam,Aglaeactis,Trochilidae (Hummingbirds),,,,
4548,Aglaeactis_castelnaudii,White-tufted Sunbeam,Aglaeactis,Trochilidae (Hummingbirds),,,,
4553,Aglaeactis_aliciae,Purple-backed Sunbeam,Aglaeactis,Trochilidae (Hummingbirds),Aglaeactis,,"BOW is a bit confusing, add at genus",yes
4554,Aglaeactis_pamela,Black-hooded Sunbeam,Aglaeactis,Trochilidae (Hummingbirds),,,,
4555,Coeligena_coeligena,Bronzy Inca,Coeligena,Trochilidae (Hummingbirds),,,,
4562,Coeligena_wilsoni,Brown Inca,Coeligena,Trochilidae (Hummingbirds),,,,
4563,Coeligena_prunellei,Black Inca,Coeligena,Trochilidae (Hummingbirds),,,,
4564,Coeligena_torquata,Collared Inca,Coeligena,Trochilidae (Hummingbirds),,,,
4571,Coeligena_conradii,Green Inca,Coeligena,Trochilidae (Hummingbirds),"Coeligena_torquata, Coeligena_conradii, Coeligena_inca",,The Green Inca has previously been considered a subspecies of the Collared Inca (Coeligena torquata),yes
4572,Coeligena_inca,Gould's Inca,Coeligena,Trochilidae (Hummingbirds),"Coeligena_torquata, Coeligena_conradii, Coeligena_inca",,The Gould's Inca was formerly considered by some authors to be a subspecies of the Collared Inca (Coeligena torquata),yes
4575,Coeligena_violifer,Violet-throated Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4580,Coeligena_iris,Rainbow Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4587,Coeligena_phalerata,White-tailed Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4588,Coeligena_orina,Dusky Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4589,Coeligena_lutetiae,Buff-winged Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4592,Coeligena_consita,Perija Starfrontlet,Coeligena,Trochilidae (Hummingbirds),"Coeligena_consita, Coeligena_bonapartei, Coeligena_eos, Coeligena_helianthea",,Slight simplification of what is summarized in BOW,yes
4593,Coeligena_bonapartei,Golden-bellied Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4594,Coeligena_eos,Merida Starfrontlet,Coeligena,Trochilidae (Hummingbirds),"Coeligena_consita, Coeligena_bonapartei, Coeligena_eos, Coeligena_helianthea",,Slight simplification of what is summarized in BOW,yes
4595,Coeligena_helianthea,Blue-throated Starfrontlet,Coeligena,Trochilidae (Hummingbirds),,,,
4599,Lafresnaya_lafresnayi,Mountain Velvetbreast,Lafresnaya,Trochilidae (Hummingbirds),,,,
4607,Ensifera_ensifera,Sword-billed Hummingbird,Ensifera,Trochilidae (Hummingbirds),,,,
4608,Pterophanes_cyanopterus,Great Sapphirewing,Pterophanes,Trochilidae (Hummingbirds),,,,
4612,Boissonneaua_flavescens,Buff-tailed Coronet,Boissonneaua,Trochilidae (Hummingbirds),,,,
4615,Boissonneaua_matthewsii,Chestnut-breasted Coronet,Boissonneaua,Trochilidae (Hummingbirds),,,,
4616,Boissonneaua_jardini,Velvet-purple Coronet,Boissonneaua,Trochilidae (Hummingbirds),,,,
4618,Ocreatus_underwoodii,White-booted Racket-tail,Ocreatus,Trochilidae (Hummingbirds),,,,
4624,Ocreatus_peruanus,Peruvian Racket-tail,Ocreatus,Trochilidae (Hummingbirds),Ocreatus,,,yes
4625,Ocreatus_addae,Rufous-booted Racket-tail,Ocreatus,Trochilidae (Hummingbirds),Ocreatus,,,yes
4629,Urochroa_bougueri,Rufous-gaped Hillstar,Urochroa,Trochilidae (Hummingbirds),,,,
4630,Urochroa_leucura,Green-backed Hillstar,Urochroa,Trochilidae (Hummingbirds),"Urochroa_bougueri, Urochroa_leucura",,Recently split,yes
4631,Urosticte_benjamini,Purple-bibbed Whitetip,Urosticte,Trochilidae (Hummingbirds),,,,
4632,Urosticte_ruficrissa,Rufous-vented Whitetip,Urosticte,Trochilidae (Hummingbirds),,,,
4633,Heliodoxa_xanthogonys,Velvet-browed Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4636,Heliodoxa_gularis,Pink-throated Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4637,Heliodoxa_branickii,Rufous-webbed Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4638,Heliodoxa_schreibersii,Black-throated Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4641,Heliodoxa_aurescens,Gould's Jewelfront,Heliodoxa,Trochilidae (Hummingbirds),,,,
4642,Heliodoxa_rubinoides,Fawn-breasted Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4646,Heliodoxa_jacula,Green-crowned Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4650,Heliodoxa_imperatrix,Empress Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4652,Heliodoxa_leadbeateri,Violet-fronted Brilliant,Heliodoxa,Trochilidae (Hummingbirds),,,,
4657,Heliodoxa_rubricauda,Brazilian Ruby,Heliodoxa,Trochilidae (Hummingbirds),,,,
4658,Patagona_gigas,Giant Hummingbird,Patagona,Trochilidae (Hummingbirds),,,,
4661,Sternoclyta_cyanopectus,Violet-chested Hummingbird,Sternoclyta,Trochilidae (Hummingbirds),Trochilidae (Hummingbirds),"Abeillia; Adelomyia; Aglaeactis; Aglaiocercus; Amazilia; Amazilis; Androdon; Anopetia; Anthocephala; Anthracothorax; Archilochus; Augastes; Avocettula; Basilinna; Boissonneaua; Calliphlox; Calothorax; Calypte; Campylopterus; Chaetocercus; Chalcostigma; Chalybura; Chionomesa; Chlorestes; Chlorostilbon; Chrysolampis; Chrysuronia; Coeligena; Colibri; Cynanthus; Discosura; Doricha; Doryfera; Elliotomyia; Ensifera; Eriocnemis; Eugenes; Eulampis; Eulidia; Eupetomena; Eupherusa; Eutoxeres; Florisuga; Glaucis; Goldmania; Haplophaedia; Heliactin; Heliangelus; Heliodoxa; Heliomaster; Heliothryx; Hylocharis; Hylonympha; Klais; Lafresnaya; Lampornis; Lamprolaima; Lesbia; Leucippus; Leucochloris; Leucolia; Loddigesia; Lophornis; Mellisuga; Metallura; Microchera; Microstilbon; Myrmia; Myrtis; Nesophlox; Ocreatus; Opisthoprora; Oreonympha; Oreotrochilus; Orthorhyncus; Oxypogon; Pampa; Panterpe; Patagona; Phaeochroa; Phaeoptila; Phaethornis; Philodice; Phlogophilus; Polyerata; Polyonymus; Polytmus; Pterophanes; Ramphodon; Ramphomicron; Rhodopis; Riccordia; Sappho; Saucerottia; Schistes; Selasphorus; Sephanoides; Stephanoxis; Talaphorus; Taphrolesbia; Taphrospilus; Thalurania; Thaumasius; Thaumastura; Threnetes; Tilmatura; Topaza; Trochilus; Uranomitra; Urochroa; Urosticte; Topaza_pella, Topaza_pyra, Florisuga_mellivora, Florisuga_fusca, Eutoxeres_aquila, Eutoxeres_condamini, Ramphodon_naevius, Glaucis_dohrnii, Glaucis_aeneus, Glaucis_hirsutus, Threnetes_ruckeri, Threnetes_leucurus, Threnetes_niger, Anopetia_gounellei, Phaethornis_hispidus, Phaethornis_yaruqui, Phaethornis_guy, Phaethornis_syrmatophorus, Phaethornis_koepckeae, Phaethornis_philippii, Phaethornis_bourcieri, Phaethornis_longirostris, Phaethornis_mexicanus, Phaethornis_superciliosus, Phaethornis_malaris, Phaethornis_anthophilus, Phaethornis_squalidus, Phaethornis_rupurumii, Phaethornis_longuemareus, Phaethornis_aethopygus, Phaethornis_idaliae, Phaethornis_nattereri, Phaethornis_atrimentalis, Phaethornis_striigularis, Phaethornis_griseogularis, Phaethornis_ruber, Phaethornis_stuarti, Phaethornis_subochraceus, Phaethornis_augusti, Phaethornis_pretrei, Phaethornis_eurynome",,yes
4662,Hylonympha_macrocerca,Scissor-tailed Hummingbird,Hylonympha,Trochilidae (Hummingbirds),Trochilidae (Hummingbirds),"Abeillia; Adelomyia; Aglaeactis; Aglaiocercus; Amazilia; Amazilis; Androdon; Anopetia; Anthocephala; Anthracothorax; Archilochus; Augastes; Avocettula; Basilinna; Boissonneaua; Calliphlox; Calothorax; Calypte; Campylopterus; Chaetocercus; Chalcostigma; Chalybura; Chionomesa; Chlorestes; Chlorostilbon; Chrysolampis; Chrysuronia; Coeligena; Colibri; Cynanthus; Discosura; Doricha; Doryfera; Elliotomyia; Ensifera; Eriocnemis; Eugenes; Eulampis; Eulidia; Eupetomena; Eupherusa; Eutoxeres; Florisuga; Glaucis; Goldmania; Haplophaedia; Heliactin; Heliangelus; Heliodoxa; Heliomaster; Heliothryx; Hylocharis; Klais; Lafresnaya; Lampornis; Lamprolaima; Lesbia; Leucippus; Leucochloris; Leucolia; Loddigesia; Lophornis; Mellisuga; Metallura; Microchera; Microstilbon; Myrmia; Myrtis; Nesophlox; Ocreatus; Opisthoprora; Oreonympha; Oreotrochilus; Orthorhyncus; Oxypogon; Pampa; Panterpe; Patagona; Phaeochroa; Phaeoptila; Phaethornis; Philodice; Phlogophilus; Polyerata; Polyonymus; Polytmus; Pterophanes; Ramphodon; Ramphomicron; Rhodopis; Riccordia; Sappho; Saucerottia; Schistes; Selasphorus; Sephanoides; Stephanoxis; Sternoclyta; Talaphorus; Taphrolesbia; Taphrospilus; Thalurania; Thaumasius; Thaumastura; Threnetes; Tilmatura; Topaza; Trochilus; Uranomitra; Urochroa; Urosticte; Topaza_pella, Topaza_pyra, Florisuga_mellivora, Florisuga_fusca, Eutoxeres_aquila, Eutoxeres_condamini, Ramphodon_naevius, Glaucis_dohrnii, Glaucis_aeneus, Glaucis_hirsutus, Threnetes_ruckeri, Threnetes_leucurus, Threnetes_niger, Anopetia_gounellei, Phaethornis_hispidus, Phaethornis_yaruqui, Phaethornis_guy, Phaethornis_syrmatophorus, Phaethornis_koepckeae, Phaethornis_philippii, Phaethornis_bourcieri, Phaethornis_longirostris, Phaethornis_mexicanus, Phaethornis_superciliosus, Phaethornis_malaris, Phaethornis_anthophilus, Phaethornis_squalidus, Phaethornis_rupurumii, Phaethornis_longuemareus, Phaethornis_aethopygus, Phaethornis_idaliae, Phaethornis_nattereri, Phaethornis_atrimentalis, Phaethornis_striigularis, Phaethornis_griseogularis, Phaethornis_ruber, Phaethornis_stuarti, Phaethornis_subochraceus, Phaethornis_augusti, Phaethornis_pretrei, Phaethornis_eurynome",,yes
4663,Eugenes_fulgens,Rivoli's Hummingbird,Eugenes,Trochilidae (Hummingbirds),,,,
4664,Eugenes_spectabilis,Talamanca Hummingbird,Eugenes,Trochilidae (Hummingbirds),Eugenes,,,yes
4665,Heliomaster_longirostris,Long-billed Starthroat,Heliomaster,Trochilidae (Hummingbirds),,,,
4669,Heliomaster_constantii,Plain-capped Starthroat,Heliomaster,Trochilidae (Hummingbirds),,,,
4674,Heliomaster_squamosus,Stripe-breasted Starthroat,Heliomaster,Trochilidae (Hummingbirds),,,,
4675,Heliomaster_furcifer,Blue-tufted Starthroat,Heliomaster,Trochilidae (Hummingbirds),,,,
4676,Panterpe_insignis,Fiery-throated Hummingbird,Panterpe,Trochilidae (Hummingbirds),,,,
4679,Lampornis_viridipallens,Green-throated Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4684,Lampornis_sybillae,Green-breasted Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4685,Lampornis_amethystinus,Amethyst-throated Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4692,Lampornis_clemenciae,Blue-throated Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4696,Lampornis_hemileucus,White-bellied Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4697,Lampornis_calolaemus,Purple-throated Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4701,Lampornis_castaneoventris,White-throated Mountain-gem,Lampornis,Trochilidae (Hummingbirds),,,,
4706,Lamprolaima_rhami,Garnet-throated Hummingbird,Lamprolaima,Trochilidae (Hummingbirds),,,,
4707,Tilmatura_dupontii,Sparkling-tailed Hummingbird,Tilmatura,Trochilidae (Hummingbirds),,,,
4708,Calliphlox_amethystina,Amethyst Woodstar,Calliphlox,Trochilidae (Hummingbirds),,,,
4709,Thaumastura_cora,Peruvian Sheartail,Thaumastura,Trochilidae (Hummingbirds),,,,
4710,Myrmia_micrura,Short-tailed Woodstar,Myrmia,Trochilidae (Hummingbirds),,,,
4711,Myrtis_fanny,Purple-collared Woodstar,Myrtis,Trochilidae (Hummingbirds),,,,
4714,Rhodopis_vesper,Oasis Hummingbird,Rhodopis,Trochilidae (Hummingbirds),,,,
4718,Eulidia_yarrellii,Chilean Woodstar,Eulidia,Trochilidae (Hummingbirds),,,,
4720,Microstilbon_burmeisteri,Slender-tailed Woodstar,Microstilbon,Trochilidae (Hummingbirds),,,,
4721,Chaetocercus_mulsant,White-bellied Woodstar,Chaetocercus,Trochilidae (Hummingbirds),,,,
4722,Chaetocercus_bombus,Little Woodstar,Chaetocercus,Trochilidae (Hummingbirds),,,,
4723,Chaetocercus_heliodor,Gorgeted Woodstar,Chaetocercus,Trochilidae (Hummingbirds),Chaetocercus,,,yes
4726,Chaetocercus_astreans,Santa Marta Woodstar,Chaetocercus,Trochilidae (Hummingbirds),Chaetocercus,,,yes
4727,Chaetocercus_berlepschi,Esmeraldas Woodstar,Chaetocercus,Trochilidae (Hummingbirds),Chaetocercus,,,yes
4728,Chaetocercus_jourdanii,Rufous-shafted Woodstar,Chaetocercus,Trochilidae (Hummingbirds),Chaetocercus,,,yes
4733,Philodice_bryantae,Magenta-throated Woodstar,Philodice,Trochilidae (Hummingbirds),,,,
4734,Philodice_mitchellii,Purple-throated Woodstar,Philodice,Trochilidae (Hummingbirds),,,,
4736,Doricha_enicura,Slender Sheartail,Doricha,Trochilidae (Hummingbirds),Doricha,,,yes
4737,Doricha_eliza,Mexican Sheartail,Doricha,Trochilidae (Hummingbirds),,,,
4738,Calothorax_lucifer,Lucifer Hummingbird,Calothorax,Trochilidae (Hummingbirds),,,,
4739,Calothorax_pulcher,Beautiful Hummingbird,Calothorax,Trochilidae (Hummingbirds),,,,
4741,Archilochus_colubris,Ruby-throated Hummingbird,Archilochus,Trochilidae (Hummingbirds),,,,
4742,Archilochus_alexandri,Black-chinned Hummingbird,Archilochus,Trochilidae (Hummingbirds),,,,
4746,Nesophlox_evelynae,Bahama Woodstar,Nesophlox,Trochilidae (Hummingbirds),,,,
4747,Nesophlox_lyrura,Inagua Woodstar,Nesophlox,Trochilidae (Hummingbirds),Nesophlox,,,yes
4748,Mellisuga_minima,Vervain Hummingbird,Mellisuga,Trochilidae (Hummingbirds),,,,
4751,Mellisuga_helenae,Bee Hummingbird,Mellisuga,Trochilidae (Hummingbirds),Mellisuga,,,yes
4752,Calypte_anna,Anna's Hummingbird,Calypte,Trochilidae (Hummingbirds),,,,
4755,Calypte_costae,Costa's Hummingbird,Calypte,Trochilidae (Hummingbirds),,,,
4760,Selasphorus_calliope,Calliope Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4763,Selasphorus_rufus,Rufous Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4767,Selasphorus_sasin,Allen's Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4773,Selasphorus_platycercus,Broad-tailed Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4776,Selasphorus_heloisa,Bumblebee Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4779,Selasphorus_ellioti,Wine-throated Hummingbird,Selasphorus,Trochilidae (Hummingbirds),Selasphorus,,"ETM: I would guess this lumps with the various non-Rufous-type Central American species, but no real evidence",yes
4782,Selasphorus_flammula,Volcano Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4786,Selasphorus_scintilla,Scintillant Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4787,Selasphorus_ardens,Glow-throated Hummingbird,Selasphorus,Trochilidae (Hummingbirds),,,,
4790,Phaeoptila_sordida,Dusky Hummingbird,Phaeoptila,Trochilidae (Hummingbirds),,,,
4791,Riccordia_ricordii,Cuban Emerald,Riccordia,Trochilidae (Hummingbirds),,,,
4792,Riccordia_bracei,Brace's Emerald,Riccordia,Trochilidae (Hummingbirds),Riccordia,,"The taxonomic affinities of Brace's Emerald have not been well studied, but it is probably closely related to the Cuban Emerald (Riccordia ricordii) ",yes
4794,Riccordia_swainsonii,Hispaniolan Emerald,Riccordia,Trochilidae (Hummingbirds),,,,
4795,Riccordia_maugaeus,Puerto Rican Emerald,Riccordia,Trochilidae (Hummingbirds),,,,
4796,Riccordia_bicolor,Blue-headed Hummingbird,Riccordia,Trochilidae (Hummingbirds),,,,
4797,Cynanthus_latirostris,Broad-billed Hummingbird,Cynanthus,Trochilidae (Hummingbirds),,,,
4803,Cynanthus_lawrencei,Tres Marias Hummingbird,Cynanthus,Trochilidae (Hummingbirds),"Cynanthus_latirostris, Cynanthus_lawrencei",,"It is assumed to live much like its sister species, the Broad-billed Hummingbird (Cynanthus latirostris), but insular species sometimes adopt rather different habits.",yes
4805,Cynanthus_doubledayi,Turquoise-crowned Hummingbird,Cynanthus,Trochilidae (Hummingbirds),,,,
4809,Cynanthus_auriceps,Golden-crowned Emerald,Cynanthus,Trochilidae (Hummingbirds),Cynanthus,,Confused by the difference between Chlorostilbon & Cynanthus. These could use checking,yes
4810,Cynanthus_forficatus,Cozumel Emerald,Cynanthus,Trochilidae (Hummingbirds),Cynanthus,,Confused by the difference between Chlorostilbon & Cynanthus. These could use checking,yes
4811,Cynanthus_canivetii,Canivet's Emerald,Cynanthus,Trochilidae (Hummingbirds),,,,
4816,Chlorostilbon_mellisugus,Blue-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,
4823,Chlorostilbon_olivaresi,Chiribiquete Emerald,Chlorostilbon,Trochilidae (Hummingbirds),"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni",,,yes
4824,Chlorostilbon_gibsoni,Red-billed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni",,,yes
4828,Chlorostilbon_lucidus,Glittering-bellied Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,
4833,Chlorostilbon_poortmani,Short-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,
4836,Chlorostilbon_stenurus,Narrow-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),"Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,,yes
4839,Chlorostilbon_alice,Green-tailed Emerald,Chlorostilbon,Trochilidae (Hummingbirds),"Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,,yes
4840,Chlorostilbon_russatus,Coppery Emerald,Chlorostilbon,Trochilidae (Hummingbirds),Chlorostilbon,"Chlorostilbon_mellisugus, Chlorostilbon_olivaresi, Chlorostilbon_gibsoni; Chlorostilbon_poortmani, Chlorostilbon_stenurus, Chlorostilbon_alice",,yes
4841,Chlorostilbon_assimilis,Garden Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,
4842,Chlorostilbon_melanorhynchus,Western Emerald,Chlorostilbon,Trochilidae (Hummingbirds),,,,
4846,Basilinna_leucotis,White-eared Hummingbird,Basilinna,Trochilidae (Hummingbirds),,,,
4850,Basilinna_xantusii,Xantus's Hummingbird,Basilinna,Trochilidae (Hummingbirds),,,,
4851,Pampa_curvipennis,Wedge-tailed Sabrewing,Pampa,Trochilidae (Hummingbirds),Pampa,,,yes
4855,Pampa_rufa,Rufous Sabrewing,Pampa,Trochilidae (Hummingbirds),,,,
4856,Klais_guimeti,Violet-headed Hummingbird,Klais,Trochilidae (Hummingbirds),,,,
4860,Abeillia_abeillei,Emerald-chinned Hummingbird,Abeillia,Trochilidae (Hummingbirds),,,,
4863,Orthorhyncus_cristatus,Antillean Crested Hummingbird,Orthorhyncus,Trochilidae (Hummingbirds),,,,
4868,Stephanoxis_lalandi,Green-crowned Plovercrest,Stephanoxis,Trochilidae (Hummingbirds),,,,
4869,Stephanoxis_loddigesii,Purple-crowned Plovercrest,Stephanoxis,Trochilidae (Hummingbirds),Stephanoxis,,,yes
4870,Anthocephala_floriceps,Santa Marta Blossomcrown,Anthocephala,Trochilidae (Hummingbirds),,,,
4871,Anthocephala_berlepschi,Tolima Blossomcrown,Anthocephala,Trochilidae (Hummingbirds),Anthocephala,,,yes
4872,Campylopterus_largipennis,Gray-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4875,Campylopterus_calcirupicola,Outcrop Sabrewing,Campylopterus,Trochilidae (Hummingbirds),"Campylopterus_largipennis, Campylopterus_calcirupicola, Campylopterus_diamantinensis",,,yes
4876,Campylopterus_diamantinensis,Diamantina Sabrewing,Campylopterus,Trochilidae (Hummingbirds),"Campylopterus_largipennis, Campylopterus_calcirupicola, Campylopterus_diamantinensis",,,yes
4877,Campylopterus_hemileucurus,Violet Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4880,Campylopterus_hyperythrus,Rufous-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4881,Campylopterus_duidae,Buff-breasted Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4884,Campylopterus_villaviscensio,Napo Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4885,Campylopterus_falcatus,Lazuline Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4886,Campylopterus_phainopeplus,Santa Marta Sabrewing,Campylopterus,Trochilidae (Hummingbirds),"Campylopterus_villaviscensio, Campylopterus_falcatus, Campylopterus_phainopeplus",,"These three have been placed in a different genus at times, sensu BOW. Would guess that should include White-tailed, but can't find any evidence of that",yes
4887,Campylopterus_ensipennis,White-tailed Sabrewing,Campylopterus,Trochilidae (Hummingbirds),,,,
4888,Chalybura_urochrysia,Bronze-tailed Plumeleteer,Chalybura,Trochilidae (Hummingbirds),,,,
4892,Chalybura_buffonii,White-vented Plumeleteer,Chalybura,Trochilidae (Hummingbirds),,,,
4899,Thalurania_glaucopis,Violet-capped Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,
4900,Thalurania_watertonii,Long-tailed Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,
4901,Thalurania_colombica,Crowned Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,
4915,Thalurania_furcata,Fork-tailed Woodnymph,Thalurania,Trochilidae (Hummingbirds),,,,
4930,Microchera_albocoronata,Snowcap,Microchera,Trochilidae (Hummingbirds),,,,
4933,Microchera_cupreiceps,Coppery-headed Emerald,Microchera,Trochilidae (Hummingbirds),,,,
4934,Microchera_chionura,White-tailed Emerald,Microchera,Trochilidae (Hummingbirds),,,,
4935,Goldmania_violiceps,Violet-capped Hummingbird,Goldmania,Trochilidae (Hummingbirds),,,,
4936,Goldmania_bella,Pirre Hummingbird,Goldmania,Trochilidae (Hummingbirds),,,,
4937,Eupherusa_ridgwayi,Mexican Woodnymph,Eupherusa,Trochilidae (Hummingbirds),,,,
4938,Eupherusa_poliocerca,White-tailed Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,
4939,Eupherusa_cyanophrys,Blue-capped Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,
4940,Eupherusa_eximia,Stripe-tailed Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,
4944,Eupherusa_nigriventris,Black-bellied Hummingbird,Eupherusa,Trochilidae (Hummingbirds),,,,
4945,Phaeochroa_cuvierii,Scaly-breasted Hummingbird,Phaeochroa,Trochilidae (Hummingbirds),,,,
4953,Leucippus_fallax,Buffy Hummingbird,Leucippus,Trochilidae (Hummingbirds),,,,
4954,Thaumasius_baeri,Tumbes Hummingbird,Thaumasius,Trochilidae (Hummingbirds),,,,
4955,Thaumasius_taczanowskii,Spot-throated Hummingbird,Thaumasius,Trochilidae (Hummingbirds),,,,
4956,Taphrospilus_hypostictus,Many-spotted Hummingbird,Taphrospilus,Trochilidae (Hummingbirds),,,,
4957,Eupetomena_macroura,Swallow-tailed Hummingbird,Eupetomena,Trochilidae (Hummingbirds),,,,
4963,Eupetomena_cirrochloris,Sombre Hummingbird,Eupetomena,Trochilidae (Hummingbirds),,,,
4964,Talaphorus_chlorocercus,Olive-spotted Hummingbird,Talaphorus,Trochilidae (Hummingbirds),,,,
4965,Trochilus_polytmus,Red-billed Streamertail,Trochilus,Trochilidae (Hummingbirds),,,,
4966,Trochilus_scitulus,Black-billed Streamertail,Trochilus,Trochilidae (Hummingbirds),,,,
4969,Leucolia_violiceps,Violet-crowned Hummingbird,Leucolia,Trochilidae (Hummingbirds),,,,
4973,Leucolia_viridifrons,Green-fronted Hummingbird,Leucolia,Trochilidae (Hummingbirds),,,,
4977,Saucerottia_cyanocephala,Azure-crowned Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,
4980,Saucerottia_hoffmanni,Blue-vented Hummingbird,Saucerottia,Trochilidae (Hummingbirds),"Saucerottia_hoffmanni, Saucerottia_saucerottei, Saucerottia_cyanifrons",,"Along with Steely-vented Hummingbird (Saucerottia saucerottei), probably closely related to Indigo-capped Hummingbird (S. cyanifrons).",yes
4981,Saucerottia_beryllina,Berylline Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,
4990,Saucerottia_cyanura,Blue-tailed Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,
4994,Saucerottia_edward,Snowy-bellied Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,
4999,Saucerottia_saucerottei,Steely-vented Hummingbird,Saucerottia,Trochilidae (Hummingbirds),,,,
5004,Saucerottia_cyanifrons,Indigo-capped Hummingbird,Saucerottia,Trochilidae (Hummingbirds),"Saucerottia_hoffmanni, Saucerottia_saucerottei, Saucerottia_cyanifrons",,"Along with Steely-vented Hummingbird (Saucerottia saucerottei), probably closely related to Indigo-capped Hummingbird (S. cyanifrons).",yes
