TAXON_ORDER,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,ott_id,ott_name,ott_tax_sources,ott_match_type,H_M_name,H_M_match_type,Birdlife_name,Birdlife_match_type,IOC_name,IOC_match_type
286,bargoo,avibase-3163ED86,Barnacle Goose,Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",799124,Branta leucopsis,"ncbi:184711,worms:159177,gbif:5232464,irmng:10195591",canonical_match,Branta leucopsis,concepts_match,Branta leucopsis,concepts_match,Branta leucopsis,concepts_match
292,cacgoo1,avibase-60214D49,Cackling Goose,Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",972531,Branta hutchinsii,"ncbi:371860,worms:422569,gbif:5232452,irmng:11831705",canonical_match,Branta hutchinsii,concepts_match,Branta hutchinsii,concepts_match,Branta hutchinsii,concepts_match
303,cangoo,avibase-B59E1863,Canada Goose,Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",714461,Branta canadensis,"ncbi:8853,worms:159176,gbif:5232437,irmng:10585055",canonical_match,Branta canadensis,concepts_match,Branta canadensis,concepts_match,Branta canadensis,concepts_match
326,hawgoo,avibase-EDB18078,Hawaiian Goose,Branta sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",767835,Branta sandvicensis,"ncbi:56282,gbif:5232445,irmng:11167815,irmng:10855350",canonical_match,Branta sandvicensis,concepts_match,Branta sandvicensis,concepts_match,Branta sandvicensis,concepts_match
327,rebgoo1,avibase-0D280B3F,Red-breasted Goose,Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",799106,Branta ruficollis,"ncbi:184715,worms:416687,gbif:5232451,irmng:10195592",canonical_match,Branta ruficollis,concepts_match,Branta ruficollis,concepts_match,Branta ruficollis,concepts_match
332,cabgoo1,avibase-CA875F31,Cape Barren Goose,Cereopsis novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",714459,Cereopsis novaehollandiae,"ncbi:8858,gbif:5232432,irmng:11333441",canonical_match,Cereopsis novaehollandiae,concepts_match,Cereopsis novaehollandiae,concepts_match,Cereopsis novaehollandiae,concepts_match
335,freduc1,avibase-E93960AB,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",962771,Stictonetta naevosa,"ncbi:45637,gbif:2498226,irmng:10197077",canonical_match,Stictonetta naevosa,concepts_match,Stictonetta naevosa,concepts_match,Stictonetta naevosa,concepts_match
336,buwgoo1,avibase-842CC0BC,Blue-winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140301,Cyanochen cyanopterus,"ncbi:8865,gbif:2498380,irmng:10597460",synonym_match,Cyanochen cyanoptera,concepts_match,Cyanochen cyanoptera,concepts_match,Cyanochen cyanoptera,concepts_match
337,mutswa,avibase-694C127A,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140314,Cygnus olor,"ncbi:8869,worms:159090,gbif:2498343,irmng:11123166",canonical_match,Cygnus olor,concepts_match,Cygnus olor,concepts_match,Cygnus olor,concepts_match
339,blkswa,avibase-46B54DB1,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140312,Cygnus atratus,"ncbi:8868,worms:225915,gbif:2498344,irmng:11127404",canonical_match,Cygnus atratus,concepts_match,Cygnus atratus,concepts_match,Cygnus atratus,concepts_match
340,blnswa2,avibase-B8C652E6,Black-necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",318892,Cygnus melancoryphus,"ncbi:41691,worms:225771,gbif:2498335,irmng:10809268,irmng:11009522",canonical_match,Cygnus melancoryphus,concepts_match,Cygnus melancoryphus,concepts_match,Cygnus melancoryphus,concepts_match
341,truswa,avibase-B86C504C,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",870606,Cygnus buccinator,"ncbi:48397,worms:422570,gbif:2498345,irmng:10857024,irmng:10684629",canonical_match,Cygnus buccinator,concepts_match,Cygnus buccinator,concepts_match,Cygnus buccinator,concepts_match
343,tunswa,avibase-0BCBA6B9,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",207360,Cygnus columbianus,"ncbi:110926,worms:159088,gbif:2498338,irmng:11267548,irmng:10997958",canonical_match,Cygnus columbianus,concepts_match,Cygnus columbianus,concepts_match,Cygnus columbianus,concepts_match
349,whoswa,avibase-BDDB5670,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",817994,Cygnus cygnus,"ncbi:219595,worms:159089,gbif:2498347,irmng:10653035,irmng:10188964,irmng:10747340",canonical_match,Cygnus cygnus,concepts_match,Cygnus cygnus,concepts_match,Cygnus cygnus,concepts_match
353,cosswa1,avibase-A3A0E8FE,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140305,Coscoroba coscoroba,"ncbi:8863,worms:225937,gbif:2498288,irmng:11304829",canonical_match,Coscoroba coscoroba,concepts_match,Coscoroba coscoroba,concepts_match,Coscoroba coscoroba,concepts_match
354,comduc2,avibase-3948131B,Knob-billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",88385,Sarkidiornis melanotos,"ncbi:8887,gbif:2498001,irmng:10939378",canonical_match,Sarkidiornis melanotos,child_of,Sarkidiornis melanotos,concepts_match,Sarkidiornis melanotos,concepts_match
355,comduc3,avibase-6C8A4060,Comb Duck,Sarkidiornis sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",5859876,Sarkidiornis sylvicola,ncbi:1577981,canonical_match,Sarkidiornis melanotos,child_of,Sarkidiornis sylvicola,concepts_match,Sarkidiornis sylvicola,concepts_match
356,harduc1,avibase-F28E3EB8,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",552056,Pteronetta hartlaubii,"ncbi:75877,gbif:2498054,irmng:10218674",canonical_match,Pteronetta hartlaubii,concepts_match,Pteronetta hartlaubii,concepts_match,Pteronetta hartlaubii,concepts_match
357,origoo1,avibase-FA5A25B2,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",88391,Neochen jubata,"ncbi:8882,gbif:2498320,irmng:10190392",hand_match_eliot,Neochen jubata,concepts_match,Neochen jubata,concepts_match,Neochen jubata,concepts_match
358,andgoo1,avibase-BB29610F,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140307,Chloephaga melanoptera,"ncbi:8860,gbif:5232422,irmng:10920825",synonym_match,Chloephaga melanoptera,concepts_match,Chloephaga melanoptera,concepts_match,Chloephaga melanoptera,concepts_match
359,uplgoo1,avibase-74FC5DAB,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",140309,Chloephaga picta,"ncbi:8861,worms:225936,gbif:5232428,irmng:10190389",canonical_match,Chloephaga picta,concepts_match,Chloephaga picta,concepts_match,Chloephaga picta,concepts_match
364,kelgoo1,avibase-4270502F,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",196652,Chloephaga hybrida,"ncbi:658910,worms:225985,gbif:5232424,irmng:10587782",canonical_match,Chloephaga hybrida,concepts_match,Chloephaga hybrida,concepts_match,Chloephaga hybrida,concepts_match
367,ashgoo1,avibase-E0DEB0E7,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",332099,Chloephaga poliocephala,"ncbi:541009,worms:225992,gbif:5232423,irmng:10190390",canonical_match,Chloephaga poliocephala,concepts_match,Chloephaga poliocephala,concepts_match,Chloephaga poliocephala,concepts_match
368,ruhgoo1,avibase-164A10EA,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",196647,Chloephaga rubidiceps,"ncbi:658915,worms:225912,gbif:5232427,irmng:11384396",canonical_match,Chloephaga rubidiceps,concepts_match,Chloephaga rubidiceps,concepts_match,Chloephaga rubidiceps,concepts_match
370,radshe1,avibase-13B373F3,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",522863,Tadorna radjah,"ncbi:8889,gbif:2498012,irmng:11386446",synonym_match,Radjah radjah,concepts_match,Radjah radjah,concepts_match,Radjah radjah,concepts_match
373,egygoo,avibase-DA2F24E3,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",693339,Alopochen aegyptiaca,"ncbi:30382,worms:416680,gbif:2498252,irmng:11075713",canonical_match,Alopochen aegyptiaca,concepts_match,Alopochen aegyptiaca,concepts_match,Alopochen aegyptiaca,concepts_match
374,maushe1,avibase-E4AA60C7,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",6520262,Alopochen mauritiana,additions-6520262-6520262:6520262,new_taxon_amendment,,missing,Alopochen mauritiana,concepts_match,Alopochen mauritiana,concepts_match
375,reushe1,avibase-10D0AD82,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3595947,Alopochen kervazoi,gbif:5788490,canonical_match,,missing,Alopochen kervazoi,concepts_match,Alopochen kervazoi,concepts_match
376,rudshe,avibase-1F9D883E,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",282323,Tadorna ferruginea,"ncbi:45639,worms:416689,gbif:2498015,irmng:11121832",canonical_match,Tadorna ferruginea,concepts_match,Tadorna ferruginea,concepts_match,Tadorna ferruginea,concepts_match
378,soashe1,avibase-D9DEA77E,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",857011,Tadorna cana,"ncbi:541015,gbif:2498010,irmng:10189262",canonical_match,Tadorna cana,concepts_match,Tadorna cana,concepts_match,Tadorna cana,concepts_match
379,ausshe1,avibase-FF1439E4,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",282327,Tadorna tadornoides,"ncbi:45638,worms:226001,gbif:2498007,irmng:10837616",canonical_match,Tadorna tadornoides,concepts_match,Tadorna tadornoides,concepts_match,Tadorna tadornoides,concepts_match
380,parshe1,avibase-AB08E5C4,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",166697,Tadorna variegata,"ncbi:107024,worms:225970,gbif:2498011,irmng:11206317",canonical_match,Tadorna variegata,concepts_match,Tadorna variegata,concepts_match,Tadorna variegata,concepts_match
381,comshe,avibase-5EAB32D3,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",30847,Tadorna tadorna,"ncbi:75865,worms:232042,gbif:2498009,irmng:10767174",canonical_match,Tadorna tadorna,concepts_match,Tadorna tadorna,concepts_match,Tadorna tadorna,concepts_match
383,creshe1,avibase-B2EEE0EA,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3595902,Tadorna cristata,"ncbi:2044879,gbif:2498008,irmng:10977561",canonical_match,Tadorna cristata,concepts_match,Tadorna cristata,concepts_match,Tadorna cristata,concepts_match
384,spwgoo1,avibase-EB01B24C,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",822327,Plectropterus gambensis,"ncbi:658924,gbif:5232465,irmng:11034718",canonical_match,Plectropterus gambensis,concepts_match,Plectropterus gambensis,concepts_match,Plectropterus gambensis,concepts_match
387,flystd1,avibase-B3F9BB06,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",822326,Tachyeres patachonicus,"ncbi:658927,worms:225921,gbif:2498236,irmng:11047419",canonical_match,Tachyeres patachonicus,concepts_match,Tachyeres patachonicus,concepts_match,Tachyeres patachonicus,concepts_match
388,flistd1,avibase-1891E2C4,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",386305,Tachyeres pteneres,"ncbi:75881,worms:405113,gbif:2498234,irmng:10924103",canonical_match,Tachyeres pteneres,concepts_match,Tachyeres pteneres,concepts_match,Tachyeres pteneres,concepts_match
390,falstd1,avibase-13CF7E44,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",822329,Tachyeres brachypterus,"ncbi:658925,worms:405111,gbif:2498233,irmng:11415474,irmng:10829536",canonical_match,Tachyeres brachypterus,concepts_match,Tachyeres brachypterus,concepts_match,Tachyeres brachypterus,concepts_match
391,whhstd1,avibase-63180090,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",822325,Tachyeres leucocephalus,"ncbi:658926,worms:405112,gbif:2498235,irmng:11368238",canonical_match,Tachyeres leucocephalus,concepts_match,Tachyeres leucocephalus,concepts_match,Tachyeres leucocephalus,concepts_match
393,creduc1,avibase-079F846A,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",552046,Lophonetta specularioides,"ncbi:75873,worms:225980,gbif:2498294,irmng:11828331,irmng:10763027,irmng:10762372",canonical_match,Lophonetta specularioides,concepts_match,Lophonetta specularioides,concepts_match,Lophonetta specularioides,concepts_match
396,speduc2,avibase-DB94B36F,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",552042,Speculanas specularis,"ncbi:75879,worms:567398,gbif:2498322,irmng:11854474,irmng:10195880",canonical_match,Speculanas specularis,concepts_match,Speculanas specularis,concepts_match,Speculanas specularis,concepts_match
397,musduc,avibase-8DE14046,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",714469,Cairina moschata,"ncbi:8855,worms:422571,gbif:9751099,irmng:10197082",canonical_match,Cairina moschata,concepts_match,Cairina moschata,concepts_match,Cairina moschata,concepts_match
400,grnpyg1,avibase-D040868F,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",436835,Nettapus pulchellus,"ncbi:45642,gbif:2498309,irmng:10766390",canonical_match,Nettapus pulchellus,concepts_match,Nettapus pulchellus,concepts_match,Nettapus pulchellus,concepts_match
401,copgoo1,avibase-90AAE188,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",436833,Nettapus coromandelianus,"ncbi:45641,gbif:2498310,irmng:10197081",canonical_match,Nettapus coromandelianus,concepts_match,Nettapus coromandelianus,concepts_match,Nettapus coromandelianus,concepts_match
404,afrpyg1,avibase-EC7C1618,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",822330,Nettapus auritus,"ncbi:658922,worms:212675,gbif:2498313,irmng:11288491",canonical_match,Nettapus auritus,concepts_match,Nettapus auritus,concepts_match,Nettapus auritus,concepts_match
405,rintea1,avibase-45C1096F,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",552044,Callonetta leucophrys,"ncbi:75871,gbif:2498384,irmng:10857958,irmng:10762313",canonical_match,Callonetta leucophrys,concepts_match,Callonetta leucophrys,concepts_match,Callonetta leucophrys,concepts_match
406,wooduc,avibase-27B2749A,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",765195,Aix sponsa,"ncbi:8833,worms:158938,gbif:2498387,irmng:10840166",canonical_match,Aix sponsa,concepts_match,Aix sponsa,concepts_match,Aix sponsa,concepts_match
408,manduc,avibase-E1714A09,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",765197,Aix galericulata,"ncbi:8832,worms:416679,gbif:2498388,irmng:10455803",canonical_match,Aix galericulata,concepts_match,Aix galericulata,concepts_match,Aix galericulata,concepts_match
410,manduc1,avibase-149A8E7E,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",436829,Chenonetta jubata,"ncbi:45644,worms:225938,gbif:2498046,irmng:10197078",canonical_match,Chenonetta jubata,concepts_match,Chenonetta jubata,concepts_match,Chenonetta jubata,concepts_match
411,finduc1,avibase-B3A6E16F,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3595898,Chenonetta finschi,"gbif:4966422,irmng:11319728",canonical_match,,missing,Chenonetta finschi,concepts_match,,missing
412,bratea1,avibase-DDFC6B2B,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",30845,Amazonetta brasiliensis,"ncbi:75867,gbif:2498411,irmng:10197079",canonical_match,Amazonetta brasiliensis,concepts_match,Amazonetta brasiliensis,concepts_match,Amazonetta brasiliensis,concepts_match
415,bluduc1,avibase-C7FB4E76,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",423364,Hymenolaimus malacorhynchos,"ncbi:337036,gbif:2498332,irmng:11305154",canonical_match,Hymenolaimus malacorhynchos,concepts_match,Hymenolaimus malacorhynchos,concepts_match,Hymenolaimus malacorhynchos,concepts_match
416,torduc1,avibase-C1068510,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",196654,Merganetta armata,"ncbi:658919,gbif:2498275,irmng:10976327",canonical_match,Merganetta armata,concepts_match,Merganetta armata,concepts_match,Merganetta armata,concepts_match
423,saltea1,avibase-A9FC6BC0,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",3595964,Salvadorina waigiuensis,"gbif:2498040,irmng:10218675,irmng:10537431",canonical_match,Salvadorina waigiuensis,concepts_match,Salvadorina waigiuensis,concepts_match,Salvadorina waigiuensis,concepts_match
424,baitea,avibase-63EABB42,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",1086566,Sibirionetta formosa,"ncbi:56278,worms:416681,gbif:2498107,irmng:11382667",canonical_match,Sibirionetta formosa,concepts_match,Sibirionetta formosa,concepts_match,Sibirionetta formosa,concepts_match
425,gargan,avibase-F577BA0F,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",604176,Anas querquedula,"ncbi:75856,worms:159169,gbif:2498083,irmng:11267700",synonym_match,Spatula querquedula,concepts_match,Spatula querquedula,concepts_match,Spatula querquedula,concepts_match
426,hottea1,avibase-FA831F65,Hottentot Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",82424,Anas hottentota,"ncbi:75849,gbif:2498071,irmng:10189552",hand_match_eliot,Spatula hottentota,concepts_match,Spatula hottentota,concepts_match,Spatula hottentota,concepts_match
427,siltea1,avibase-C8F1E992,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",30854,Anas versicolor,"ncbi:75863,worms:225925,gbif:2498114,irmng:11429055",hand_match_eliot,Spatula versicolor,concepts_match,Spatula versicolor,concepts_match,Spatula versicolor,concepts_match
430,puntea1,avibase-86B0BAFA,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",604186,Anas puna,"ncbi:75855,gbif:2498131,irmng:10424903",hand_match_eliot,Spatula puna,concepts_match,Spatula puna,concepts_match,Spatula puna,concepts_match
431,buwtea,avibase-90E2543E,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",82415,Anas discors,"ncbi:75842,worms:159167,gbif:2498073,irmng:10839936",synonym_match,Spatula discors,concepts_match,Spatula discors,concepts_match,Spatula discors,concepts_match
432,cintea,avibase-0E599E6C,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",911468,Anas cyanoptera cyanoptera,ncbi:75896 ,sub_spp_fix_ejm,Spatula cyanoptera,concepts_match,Spatula cyanoptera,concepts_match,Spatula cyanoptera,concepts_match
440,redsho1,avibase-CEFACC86,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",604173,Anas platalea,"ncbi:75853,worms:225964,gbif:2498138,irmng:10716848",hand_match_eliot,Spatula platalea,concepts_match,Spatula platalea,concepts_match,Spatula platalea,concepts_match
441,capsho1,avibase-4670CF43,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",604189,Anas smithii,"ncbi:75859,gbif:2498118,irmng:10218412",hand_match_eliot,Spatula smithii,concepts_match,Spatula smithii,concepts_match,Spatula smithii,concepts_match
442,aussho1,avibase-A21E7645,Australian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",962755,Anas rhynchotis,"ncbi:45633,worms:225951,gbif:2498145,irmng:10195877",synonym_match,Spatula rhynchotis,concepts_match,Spatula rhynchotis,concepts_match,Spatula rhynchotis,concepts_match
443,norsho,avibase-ED4CE8E7,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",656794,Anas clypeata,"ncbi:75838,worms:158941,gbif:2498089,irmng:11106046",synonym_match,Spatula clypeata,concepts_match,Spatula clypeata,concepts_match,Spatula clypeata,concepts_match
