,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
1801,Aramides_albiventris,Russet-naped Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Aramides_albiventris, Aramides_cajaneus",,"The Russet-naped Wood-Rail was long considered a polytypic species, distinct from Gray-necked Wood-Rail A. cajaneus of southern Central American and South America (11, 12, 13, 14, 15, 16). Following Peters (17) and Hellmayr and Conover (5), it was generally lumped with A. cajaneus (18, 3, 19). ",0,0
1802,Aramides_cajaneus,Gray-cowled Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1803,Aramides_calopterus,Red-winged Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Aramides,,,0,0
1804,Aramides_saracura,Slaty-breasted Wood-Rail,Aramides,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1805,Tribonyx_ventralis,Black-tailed Nativehen,Tribonyx,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1806,Tribonyx_hodgenorum,Hodgen's Waterhen,Tribonyx,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Tribonyx,,,0,0
1807,Tribonyx_mortierii,Tasmanian Nativehen,Tribonyx,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1808,Porphyriops_melanops,Spot-flanked Gallinule,Porphyriops,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1809,Porzana_carolina,Sora,Porzana,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1810,Porzana_porzana,Spotted Crake,Porzana,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1811,Porzana_fluminea,Australian Crake,Porzana,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porzana_porzana, Porzana_fluminea, Porzana_spiloptera",,MJI guess based on sequence,0,0
1812,Porzana_spiloptera,Dot-winged Crake,Porzana,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porzana_porzana, Porzana_fluminea, Porzana_spiloptera",,MJI guess based on sequence,0,0
1813,Paragallinula_angulata,Lesser Moorhen,Paragallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1814,Gallinula_silvestris,Makira Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Gallinula_silvestris, Gallinula_nesiotis",,MJI guess based on sequence,0,0
1815,Gallinula_nesiotis,Tristan Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1816,Gallinula_comeri,Gough Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1817,Gallinula_chloropus,Eurasian Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1818,Gallinula_galeata,Common Gallinule,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1819,Gallinula_tenebrosa,Dusky Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1820,Gallinula_pacifica,Samoan Moorhen,Gallinula,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Gallinula_tenebrosa, Gallinula_pacifica",,MJI guess based on sequence,0,0
1821,Fulica_rufifrons,Red-fronted Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1822,Fulica_cornuta,Horned Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1823,Fulica_gigantea,Giant Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1824,Fulica_armillata,Red-gartered Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1825,Fulica_atra,Eurasian Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1826,Fulica_newtonii,Mascarene Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Fulica_atra, Fulica_newtonii",,MJI guess,0,0
1827,Fulica_cristata,Red-knobbed Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1828,Fulica_alai,Hawaiian Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1829,Fulica_americana,American Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1830,Fulica_ardesiaca,Slate-colored Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1831,Fulica_leucoptera,White-winged Coot,Fulica,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1832,Porphyrio_alleni,Allen's Gallinule,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1833,Porphyrio_martinica,Purple Gallinule,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1834,Porphyrio_flavirostris,Azure Gallinule,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1835,Porphyrio_paepae,Marquesan Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Porphyrio,,,0,0
1836,Porphyrio_kukwiedei,New Caledonian Gallinule,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Porphyrio,,,0,0
1837,Porphyrio_caerulescens,Reunion Gallinule,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Porphyrio,,,0,0
1838,Porphyrio_porphyrio,Western Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,"Porphyrio; Porphyrio_porphyrio, Porphyrio_indicus",,,0,0
1839,Porphyrio_indicus,Black-backed Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porphyrio; Porphyrio_porphyrio, Porphyrio_indicus",,"Based on the molecular phylogeny of Garcia-R and Trewick (7), P. indicus appears to be sister to P. porphyrio (Western Swamphen).",0,0
1840,Porphyrio_madagascariensis,African Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1841,Porphyrio_hochstetteri,South Island Takahe,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1842,Porphyrio_mantelli,North Island Takahe,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1843,Porphyrio_melanotus,Australasian Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1844,Porphyrio_pulverulentus,Philippine Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porphyrio; Porphyrio_pulverulentus, Porphyrio_albus",,"Within the swamphen radiation, P. pulverulentus appears to be sister to the extinct P. albus (Lord Howe Swamphen; 8).",0,0
1845,Porphyrio_albus,Lord Howe Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porphyrio; Porphyrio_pulverulentus, Porphyrio_albus",,"Within the swamphen radiation, P. pulverulentus appears to be sister to the extinct P. albus (Lord Howe Swamphen; 8).",0,0
1846,Porphyrio_poliocephalus,Gray-headed Swamphen,Porphyrio,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Porphyrio; Porphyrio_pulverulentus, Porphyrio_albus, Porphyrio_poliocephalus","Porphyrio_pulverulentus, Porphyrio_albus","Based on the phylogeny of Garcia-R. and Trewick (Garcia-R. and Trewick 2015), P. poliocephalus appears to be sister to both P. pulverulentus and P. albus.",0,0
1847,Himantornis_haematopus,Nkulengu Rail,Himantornis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1848,Poliolimnas_cinereus,White-browed Crake,Poliolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1849,Megacrex_inepta,New Guinea Flightless Rail,Megacrex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1850,Gallicrex_cinerea,Watercock,Gallicrex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1851,Amaurornis_isabellina,Isabelline Bush-hen,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Amaurornis_isabellina, Amaurornis_olivacea, Amaurornis_magnirostris",,MJI guess based on sequence,0,0
1852,Amaurornis_olivacea,Plain Bush-hen,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1853,Amaurornis_phoenicurus,White-breasted Waterhen,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1854,Amaurornis_magnirostris,Talaud Bush-hen,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Amaurornis_isabellina, Amaurornis_olivacea, Amaurornis_magnirostris",,MJI guess based on sequence,0,0
1855,Amaurornis_moluccana,Pale-vented Bush-hen,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1856,Amaurornis_marginalis,Striped Crake,Amaurornis,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1857,Rallina_rubra,Chestnut Forest-Rail,Rallina,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallina_rubra, Rallina_leucospila, Rallina_forbesi, Rallina_mayri",Mentocrex; Sarothrura,Currently placed in Rallicula,0,0
1858,Rallina_leucospila,White-striped Forest-Rail,Rallina,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallina_rubra, Rallina_leucospila, Rallina_forbesi, Rallina_mayri",Mentocrex; Sarothrura,Currently placed in Rallicula,0,0
1859,Rallina_forbesi,Forbes's Rail,Rallina,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1860,Rallina_mayri,Mayr's Rail,Rallina,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1861,Rallina_tricolor,Red-necked Crake,Rallina,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1862,Rallina_canningi,Andaman Crake,Rallina,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Rallina_canningi, Rallina_fasciata",,"In discussing the Great Nicobar Crake (undescribed), BOW mentions that that taxon is probably closest to these two. Hence the assignment in this way",0,0
1863,Rallina_fasciata,Red-legged Crake,Rallina,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1864,Rallina_eurizonoides,Slaty-legged Crake,Rallina,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1865,Zapornia_fusca,Ruddy-breasted Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1866,Zapornia_paykullii,Band-bellied Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Zapornia,Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,,0,0
1867,Zapornia_akool,Brown Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1868,Zapornia_flavirostra,Black Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1869,Zapornia_parva,Little Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1870,Zapornia_pusilla,Baillon's Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1871,Zapornia_astrictocarpus,St. Helena Rail,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Zapornia,Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,,0,0
1872,Zapornia_palmeri,Laysan Rail,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Zapornia_pusilla, Zapornia_palmeri",Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,Baillon's page mentioned this relationship,0,0
1873,Zapornia_olivieri,Sakalava Rail,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Zapornia_flavirostra, Zapornia_olivieri",Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,Thought to be closely related to Z. flavirostra.,0,0
1874,Zapornia_bicolor,Black-tailed Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Zapornia,Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,,0,0
1875,Zapornia_sandwichensis,Hawaiian Rail,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Zapornia_sandwichensis, Zapornia_atra, Zapornia_tabuensis, Zapornia_monasa",Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,"mitochondrial-DNA evidence (B. Slikas and R. Fleischer [National Zoological Park] unpubl.), which shows Hawaiian Rail to be very closely related to Sooty Crake (P. tabuensis), a species widespread in sw. Pacific that appears to have given rise to many other flightless forms.",0,0
1876,Zapornia_nigra,Miller's Rail,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Zapornia,Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,,0,0
1877,Zapornia_atra,Henderson Island Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Zapornia_sandwichensis, Zapornia_atra, Zapornia_tabuensis, Zapornia_monasa",Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,Closely related to Z. tabuensis and †Z. monasa. ETM added in the Hawaiian Rail relationship based on info on that page,0,0
1878,Zapornia_tabuensis,Spotless Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1879,Zapornia_monasa,Kosrae Crake,Zapornia,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Zapornia_sandwichensis, Zapornia_atra, Zapornia_tabuensis, Zapornia_monasa",Amaurornis; Aramides; Atlantisia; Coturnicops; Dryolimnas; Fulica; Gallicrex; Gallinula; Gallirallus; Gymnocrex; Lewinia; Mustelirallus; Pardirallus; Porphyrio; Porzana; Rallus; Tribonyx,Closely related to Z. tabuensis and †Z. monasa. ETM added in the Hawaiian Rail relationship based on info on that page,0,0
1880,Micropygia_schomburgkii,Ocellated Crake,Micropygia,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1881,Anurolimnas_castaneiceps,Chestnut-headed Crake,Anurolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1882,Anurolimnas_viridis,Russet-crowned Crake,Anurolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1883,Anurolimnas_fasciatus,Black-banded Crake,Anurolimnas,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1884,Coturnicops_exquisitus,Swinhoe's Rail,Coturnicops,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1885,Coturnicops_noveboracensis,Yellow Rail,Coturnicops,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1886,Coturnicops_notatus,Speckled Rail,Coturnicops,"Rallidae (Rails, Gallinules, and Coots)",genus-level,Coturnicops,,"Yellow and Swinhoe's are far closer than I realized, so seems little reason to suspect Yellow-breasted is closer to Yellow just because both are New World -ETM",0,0
1887,Hapalocrex_flaviventer,Yellow-breasted Crake,Hapalocrex,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1888,Laterallus_levraudi,Rusty-flanked Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Laterallus_levraudi, Laterallus_melanophaius",,MJI: obvious sisters,0,0
1889,Laterallus_melanophaius,Rufous-sided Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1890,Laterallus_ruber,Ruddy Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1891,Laterallus_albigularis,White-throated Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1892,Laterallus_exilis,Gray-breasted Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1893,Laterallus_spilonota,Galapagos Rail,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Laterallus_spilonota, Laterallus_jamaicensis",,MJI: obvious sisters,0,0
1894,Laterallus_jamaicensis,Black Rail,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1895,Laterallus_leucopyrrhus,Red-and-white Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",,,,,0,0
1896,Laterallus_xenopterus,Rufous-faced Crake,Laterallus,"Rallidae (Rails, Gallinules, and Coots)",genus-level,"Laterallus_leucopyrrhus, Laterallus_xenopterus",,MJI guess based on sequence,0,0
1897,Podica_senegalensis,African Finfoot,Podica,Heliornithidae (Finfoots),,,,,0,0
1898,Heliopais_personatus,Masked Finfoot,Heliopais,Heliornithidae (Finfoots),,,,,0,0
1899,Heliornis_fulica,Sungrebe,Heliornis,Heliornithidae (Finfoots),,,,,0,0
1900,Aramus_guarauna,Limpkin,Aramus,Aramidae (Limpkin),,,,,0,0
1901,Psophia_crepitans,Gray-winged Trumpeter,Psophia,Psophiidae (Trumpeters),,,,,0,0
1902,Psophia_leucoptera,Pale-winged Trumpeter,Psophia,Psophiidae (Trumpeters),,,,,0,0
1903,Psophia_viridis,Dark-winged Trumpeter,Psophia,Psophiidae (Trumpeters),,,,,0,0
1904,Balearica_regulorum,Gray Crowned-Crane,Balearica,Gruidae (Cranes),,,,,0,0
1905,Balearica_pavonina,Black Crowned-Crane,Balearica,Gruidae (Cranes),,,,,0,0
1906,Anthropoides_virgo,Demoiselle Crane,Anthropoides,Gruidae (Cranes),,,,,0,0
1907,Anthropoides_paradiseus,Blue Crane,Anthropoides,Gruidae (Cranes),,,,,0,0
1908,Bugeranus_carunculatus,Wattled Crane,Bugeranus,Gruidae (Cranes),,,,,0,0
1909,Leucogeranus_leucogeranus,Siberian Crane,Leucogeranus,Gruidae (Cranes),,,,,0,0
1910,Antigone_canadensis,Sandhill Crane,Antigone,Gruidae (Cranes),,,,,0,0
1911,Antigone_antigone,Sarus Crane,Antigone,Gruidae (Cranes),,,,,0,0
1912,Antigone_rubicunda,Brolga,Antigone,Gruidae (Cranes),,,,,0,0
1913,Antigone_vipio,White-naped Crane,Antigone,Gruidae (Cranes),,,,,0,0
1914,Grus_grus,Common Crane,Grus,Gruidae (Cranes),,,,,0,0
1915,Grus_monacha,Hooded Crane,Grus,Gruidae (Cranes),,,,,0,0
1916,Grus_americana,Whooping Crane,Grus,Gruidae (Cranes),,,,,0,0
1917,Grus_nigricollis,Black-necked Crane,Grus,Gruidae (Cranes),,,,,0,0
1918,Grus_japonensis,Red-crowned Crane,Grus,Gruidae (Cranes),,,,,0,0
1919,Chionis_albus,Snowy Sheathbill,Chionis,Chionidae (Sheathbills),,,,,0,0
1920,Chionis_minor,Black-faced Sheathbill,Chionis,Chionidae (Sheathbills),,,,,0,0
1921,Pluvianellus_socialis,Magellanic Plover,Pluvianellus,Pluvianellidae (Magellanic Plover),,,,,0,0
1922,Burhinus_vermiculatus,Water Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1923,Burhinus_oedicnemus,Eurasian Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1924,Burhinus_indicus,Indian Thick-knee,Burhinus,Burhinidae (Thick-knees),Actually missing,"Burhinus_oedicnemus, Burhinus_indicus",,"Until recently, considered conspecific with B. oedicnemus,",1,0
1925,Burhinus_senegalensis,Senegal Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1926,Burhinus_capensis,Spotted Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1927,Burhinus_bistriatus,Double-striped Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1928,Burhinus_superciliaris,Peruvian Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1929,Burhinus_grallarius,Bush Thick-knee,Burhinus,Burhinidae (Thick-knees),,,,,0,0
1930,Esacus_recurvirostris,Great Thick-knee,Esacus,Burhinidae (Thick-knees),Actually missing,Esacus,,,1,0
1931,Esacus_magnirostris,Beach Thick-knee,Esacus,Burhinidae (Thick-knees),,,,,0,0
1932,Pluvianus_aegyptius,Egyptian Plover,Pluvianus,Pluvianidae (Egyptian Plover),,,,,0,0
1933,Himantopus_himantopus,Black-winged Stilt,Himantopus,Recurvirostridae (Stilts and Avocets),,,,,0,0
1934,Himantopus_leucocephalus,Pied Stilt,Himantopus,Recurvirostridae (Stilts and Avocets),,,,,0,0
1935,Himantopus_novaezelandiae,Black Stilt,Himantopus,Recurvirostridae (Stilts and Avocets),,,,,0,0
1936,Himantopus_mexicanus,Black-necked Stilt,Himantopus,Recurvirostridae (Stilts and Avocets),,,,,0,0
1937,Cladorhynchus_leucocephalus,Banded Stilt,Cladorhynchus,Recurvirostridae (Stilts and Avocets),,,,,0,0
1938,Recurvirostra_avosetta,Pied Avocet,Recurvirostra,Recurvirostridae (Stilts and Avocets),,,,,0,0
1939,Recurvirostra_novaehollandiae,Red-necked Avocet,Recurvirostra,Recurvirostridae (Stilts and Avocets),,,,,0,0
1940,Recurvirostra_andina,Andean Avocet,Recurvirostra,Recurvirostridae (Stilts and Avocets),,,,,0,0
1941,Recurvirostra_americana,American Avocet,Recurvirostra,Recurvirostridae (Stilts and Avocets),,,,,0,0
1942,Ibidorhyncha_struthersii,Ibisbill,Ibidorhyncha,Ibidorhynchidae (Ibisbill),,,,,0,0
1943,Haematopus_ostralegus,Eurasian Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1944,Haematopus_longirostris,Pied Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1945,Haematopus_finschi,South Island Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1946,Haematopus_chathamensis,Chatham Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1947,Haematopus_unicolor,Variable Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1948,Haematopus_fuliginosus,Sooty Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1949,Haematopus_palliatus,American Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1950,Haematopus_moquini,African Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),,,,,0,0
1951,Haematopus_meadewaldoi,Canarian Oystercatcher,Haematopus,Haematopodidae (Oystercatchers),Actually missing,"Haematopus_ostralegus, Haematopus_moquini, Haematopus_meadewaldoi",,Sometimes considered conspecific with H. moquini or H. ostralegus,1,0
