,species,PRIMARY_COM_NAME,genus,family,addition.style,add.to,do.not.break,notes,actually.missing,actually.not.missing
4242,Amazona_finschi,Lilac-crowned Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4243,Amazona_autumnalis,Red-lored Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4244,Amazona_dufresniana,Blue-cheeked Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4245,Amazona_rhodocorytha,Red-browed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4246,Amazona_arausiaca,Red-necked Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4247,Amazona_martinicana,Martinique Parrot,Amazona,Psittacidae (New World and African Parrots),Actually missing,"Amazona_arausiaca, Amazona_martinicana, Amazona_imperialis, Amazona_violacea",,"Sometimes considered conspecific with extant A. imperialis and †A. violacea. Not known from any material remains, but said to be similar to extant A. arausiaca of nearby Dominica.",1,0
4248,Amazona_versicolor,St. Lucia Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4249,Amazona_auropalliata,Yellow-naped Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4250,Amazona_oratrix,Yellow-headed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4251,Amazona_ochrocephala,Yellow-crowned Parrot,Amazona,Psittacidae (New World and African Parrots),Actually missing,"Amazona_auropalliata, Amazona_oratrix, Amazona_ochrocephala",,"BOW: Treatment as conspecific with A. oratrix and A. auropalliata has been common in recent decades. ETM: missing only in recent tree drafts, probably a taxonomy issue",0,0
4252,Amazona_barbadensis,Yellow-shouldered Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4253,Amazona_aestiva,Turquoise-fronted Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4254,Amazona_agilis,Black-billed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4255,Amazona_albifrons,White-fronted Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4256,Amazona_xantholora,Yellow-lored Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4257,Amazona_collaria,Yellow-billed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4258,Amazona_leucocephala,Cuban Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4259,Amazona_ventralis,Hispaniolan Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4260,Amazona_vittata,Puerto Rican Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4261,Amazona_farinosa,Mealy Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4262,Amazona_kawalli,Kawall's Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4263,Amazona_imperialis,Imperial Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4264,Amazona_violacea,Guadeloupe Parrot,Amazona,Psittacidae (New World and African Parrots),Actually missing,"Amazona_arausiaca, Amazona_martinicana, Amazona_imperialis, Amazona_violacea",,,1,0
4265,Amazona_brasiliensis,Red-tailed Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4266,Amazona_guildingii,St. Vincent Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4267,Amazona_amazonica,Orange-winged Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4268,Amazona_mercenarius,Scaly-naped Parrot,Amazona,Psittacidae (New World and African Parrots),,,,,0,0
4269,Forpus_modestus,Dusky-billed Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4270,Forpus_cyanopygius,Mexican Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4271,Forpus_spengeli,Turquoise-winged Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4272,Forpus_crassirostris,Riparian Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4273,Forpus_xanthopterygius,Cobalt-rumped Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4274,Forpus_passerinus,Green-rumped Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4275,Forpus_conspicillatus,Spectacled Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4276,Forpus_coelestis,Pacific Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4277,Forpus_xanthops,Yellow-faced Parrotlet,Forpus,Psittacidae (New World and African Parrots),,,,,0,0
4278,Pionites_melanocephalus,Black-headed Parrot,Pionites,Psittacidae (New World and African Parrots),,,,,0,0
4279,Pionites_leucogaster,White-bellied Parrot,Pionites,Psittacidae (New World and African Parrots),,,,,0,0
4280,Deroptyus_accipitrinus,Red-fan Parrot,Deroptyus,Psittacidae (New World and African Parrots),,,,,0,0
4281,Pyrrhura_cruentata,Ochre-marked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4282,Pyrrhura_devillei,Blaze-winged Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4283,Pyrrhura_frontalis,Maroon-bellied Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4284,Pyrrhura_lepida,Pearly Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4285,Pyrrhura_perlata,Crimson-bellied Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4286,Pyrrhura_molinae,Green-cheeked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4287,Pyrrhura_pfrimeri,Pfrimer's Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4288,Pyrrhura_griseipectus,Gray-breasted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4289,Pyrrhura_leucotis,Maroon-faced Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4290,Pyrrhura_picta,Painted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4291,Pyrrhura_amazonum,Santarem Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4292,Pyrrhura_lucianii,Bonaparte's Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4293,Pyrrhura_roseifrons,Rose-fronted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4294,Pyrrhura_viridicata,Santa Marta Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4295,Pyrrhura_egregia,Fiery-shouldered Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4296,Pyrrhura_melanura,Maroon-tailed Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4297,Pyrrhura_orcesi,El Oro Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4298,Pyrrhura_rupicola,Black-capped Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4299,Pyrrhura_albipectus,White-necked Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4300,Pyrrhura_calliptera,Brown-breasted Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4301,Pyrrhura_hoematotis,Red-eared Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4302,Pyrrhura_rhodocephala,Rose-headed Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4303,Pyrrhura_hoffmanni,Sulphur-winged Parakeet,Pyrrhura,Psittacidae (New World and African Parrots),,,,,0,0
4304,Enicognathus_ferrugineus,Austral Parakeet,Enicognathus,Psittacidae (New World and African Parrots),,,,,0,0
4305,Enicognathus_leptorhynchus,Slender-billed Parakeet,Enicognathus,Psittacidae (New World and African Parrots),,,,,0,0
4306,Cyanoliseus_patagonus,Burrowing Parakeet,Cyanoliseus,Psittacidae (New World and African Parrots),,,,,0,0
4307,Anodorhynchus_hyacinthinus,Hyacinth Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,,0,0
4308,Anodorhynchus_glaucus,Glaucous Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,,0,0
4309,Anodorhynchus_leari,Indigo Macaw,Anodorhynchus,Psittacidae (New World and African Parrots),,,,,0,0
4310,Rhynchopsitta_pachyrhyncha,Thick-billed Parrot,Rhynchopsitta,Psittacidae (New World and African Parrots),,,,,0,0
4311,Rhynchopsitta_terrisi,Maroon-fronted Parrot,Rhynchopsitta,Psittacidae (New World and African Parrots),,,,,0,0
4312,Eupsittula_nana,Olive-throated Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,,0,0
4313,Eupsittula_canicularis,Orange-fronted Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,,0,0
4314,Eupsittula_aurea,Peach-fronted Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,,0,0
4315,Eupsittula_pertinax,Brown-throated Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,,0,0
4316,Eupsittula_cactorum,Cactus Parakeet,Eupsittula,Psittacidae (New World and African Parrots),,,,,0,0
4317,Conuropsis_carolinensis,Carolina Parakeet,Conuropsis,Psittacidae (New World and African Parrots),,,,,0,0
4318,Aratinga_weddellii,Dusky-headed Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,,0,0
4319,Aratinga_nenday,Nanday Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,,0,0
4320,Aratinga_solstitialis,Sun Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,,0,0
4321,Aratinga_maculata,Sulphur-breasted Parakeet,Aratinga,Psittacidae (New World and African Parrots),genus-level,"Aratinga_solstitialis, Aratinga_maculata",,Recent split,0,0
4322,Aratinga_jandaya,Jandaya Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,,0,0
4323,Aratinga_auricapillus,Golden-capped Parakeet,Aratinga,Psittacidae (New World and African Parrots),,,,,0,0
4324,Cyanopsitta_spixii,Spix's Macaw,Cyanopsitta,Psittacidae (New World and African Parrots),,,,,0,0
4325,Orthopsittaca_manilatus,Red-bellied Macaw,Orthopsittaca,Psittacidae (New World and African Parrots),,,,,0,0
4326,Primolius_maracana,Blue-winged Macaw,Primolius,Psittacidae (New World and African Parrots),,,,,0,0
4327,Primolius_couloni,Blue-headed Macaw,Primolius,Psittacidae (New World and African Parrots),,,,,0,0
4328,Primolius_auricollis,Yellow-collared Macaw,Primolius,Psittacidae (New World and African Parrots),,,,,0,0
4329,Ara_ararauna,Blue-and-yellow Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4330,Ara_glaucogularis,Blue-throated Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4331,Ara_severus,Chestnut-fronted Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4332,Ara_tricolor,Cuban Macaw,Ara,Psittacidae (New World and African Parrots),Actually missing,Ara,,,1,0
4333,Ara_rubrogenys,Red-fronted Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4334,Ara_militaris,Military Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4335,Ara_ambiguus,Great Green Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4336,Ara_macao,Scarlet Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4337,Ara_chloropterus,Red-and-green Macaw,Ara,Psittacidae (New World and African Parrots),,,,,0,0
4338,Leptosittaca_branickii,Golden-plumed Parakeet,Leptosittaca,Psittacidae (New World and African Parrots),,,,,0,0
4339,Ognorhynchus_icterotis,Yellow-eared Parrot,Ognorhynchus,Psittacidae (New World and African Parrots),,,,,0,0
4340,Guaruba_guarouba,Golden Parakeet,Guaruba,Psittacidae (New World and African Parrots),,,,,0,0
4341,Thectocercus_acuticaudatus,Blue-crowned Parakeet,Thectocercus,Psittacidae (New World and African Parrots),,,,,0,0
4342,Diopsittaca_nobilis,Red-shouldered Macaw,Diopsittaca,Psittacidae (New World and African Parrots),,,,,0,0
4343,Psittacara_holochlorus,Green Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4344,Psittacara_brevipes,Socorro Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4345,Psittacara_strenuus,Pacific Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4346,Psittacara_finschi,Crimson-fronted Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4347,Psittacara_wagleri,Scarlet-fronted Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4348,Psittacara_mitratus,Mitred Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4349,Psittacara_erythrogenys,Red-masked Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4350,Psittacara_leucophthalmus,White-eyed Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4351,Psittacara_euops,Cuban Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4352,Psittacara_chloropterus,Hispaniolan Parakeet,Psittacara,Psittacidae (New World and African Parrots),,,,,0,0
4353,Psittacara_maugei,Puerto Rican Parakeet,Psittacara,Psittacidae (New World and African Parrots),genus-level,"Psittacara_chloropterus, Psittacara_maugei",,MJI: obvious sisters,0,0
4354,Psittacara_labati,Guadeloupe Parakeet,Psittacara,Psittacidae (New World and African Parrots),genus-level,Psittacara,,,0,0
4355,Traversia_lyalli,Stephens Island Wren,Traversia,Acanthisittidae (New Zealand Wrens),,,,,0,0
4356,Acanthisitta_chloris,Rifleman,Acanthisitta,Acanthisittidae (New Zealand Wrens),,,,,0,0
4357,Xenicus_longipes,Bush Wren,Xenicus,Acanthisittidae (New Zealand Wrens),,,,,0,0
4358,Xenicus_gilviventris,South Island Wren,Xenicus,Acanthisittidae (New Zealand Wrens),,,,,0,0
4359,Smithornis_capensis,African Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,,0,0
4360,Smithornis_sharpei,Gray-headed Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,,0,0
4361,Smithornis_rufolateralis,Rufous-sided Broadbill,Smithornis,Calyptomenidae (African and Green Broadbills),,,,,0,0
4362,Calyptomena_viridis,Green Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),,,,,0,0
4363,Calyptomena_hosii,Hose's Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),genus-level,"Calyptomena_hosii, Calyptomena_whiteheadi",,MJI guess based on morphology and recent split,0,0
4364,Calyptomena_whiteheadi,Whitehead's Broadbill,Calyptomena,Calyptomenidae (African and Green Broadbills),,,,,0,0
4365,Pseudocalyptomena_graueri,Grauer's Broadbill,Pseudocalyptomena,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4366,Psarisomus_dalhousiae,Long-tailed Broadbill,Psarisomus,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4367,Corydon_sumatranus,Dusky Broadbill,Corydon,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4368,Sarcophanops_samarensis,Visayan Broadbill,Sarcophanops,Eurylaimidae (Asian and Grauer's Broadbills),genus-level,Sarcophanops,,MJI two-species genus match,0,0
4369,Sarcophanops_steerii,Wattled Broadbill,Sarcophanops,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4370,Serilophus_lunatus,Silver-breasted Broadbill,Serilophus,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4371,Cymbirhynchus_macrorhynchos,Black-and-red Broadbill,Cymbirhynchus,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4372,Eurylaimus_javanicus,Banded Broadbill,Eurylaimus,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4373,Eurylaimus_ochromalus,Black-and-yellow Broadbill,Eurylaimus,Eurylaimidae (Asian and Grauer's Broadbills),,,,,0,0
4374,Sapayoa_aenigma,Sapayoa,Sapayoa,Sapayoidae (Sapayoa),,,,,0,0
4375,Philepitta_castanea,Velvet Asity,Philepitta,Philepittidae (Asities),,,,,0,0
4376,Philepitta_schlegeli,Schlegel's Asity,Philepitta,Philepittidae (Asities),genus-level,Philepitta,,MJI two-species genus match,0,0
4377,Neodrepanis_coruscans,Common Sunbird-Asity,Neodrepanis,Philepittidae (Asities),,,,,0,0
4378,Neodrepanis_hypoxantha,Yellow-bellied Sunbird-Asity,Neodrepanis,Philepittidae (Asities),genus-level,Neodrepanis,,MJI two-species genus match,0,0
4379,Erythropitta_kochi,Whiskered Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4380,Erythropitta_erythrogaster,Blue-breasted Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4381,Erythropitta_caeruleitorques,Sangihe Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4382,Erythropitta_palliceps,Siau Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4383,Erythropitta_celebensis,Sulawesi Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4384,Erythropitta_dohertyi,Sula Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4385,Erythropitta_rufiventris,North Moluccan Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4386,Erythropitta_rubrinucha,South Moluccan Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4387,Erythropitta_macklotii,Papuan Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4388,Erythropitta_novaehibernicae,New Ireland Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4389,Erythropitta_splendida,Tabar Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4390,Erythropitta_gazellae,New Britain Pitta,Erythropitta,Pittidae (Pittas),Actually missing,Erythropitta,,Genus is a mess,1,0
4391,Erythropitta_meeki,Louisiade Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4392,Erythropitta_venusta,Graceful Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4393,Erythropitta_ussheri,Black-crowned Pitta,Erythropitta,Pittidae (Pittas),genus-level,Erythropitta,,Genus is a mess,0,1
4394,Erythropitta_arquata,Blue-banded Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4395,Erythropitta_granatina,Garnet Pitta,Erythropitta,Pittidae (Pittas),,,,,0,0
4396,Hydrornis_phayrei,Eared Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4397,Hydrornis_oatesi,Rusty-naped Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4398,Hydrornis_nipalensis,Blue-naped Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4399,Hydrornis_soror,Blue-rumped Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4400,Hydrornis_caeruleus,Giant Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4401,Hydrornis_schneideri,Schneider's Pitta,Hydrornis,Pittidae (Pittas),genus-level,"Hydrornis_caeruleus, Hydrornis_schneideri, Hydrornis_cyaneus",,"Closely related to H. caeruleus, and also to H. cyaneus.",0,0
4402,Hydrornis_irena,Malayan Banded-Pitta,Hydrornis,Pittidae (Pittas),genus-level,"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,0,0
4403,Hydrornis_guajanus,Javan Banded-Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4404,Hydrornis_schwaneri,Bornean Banded-Pitta,Hydrornis,Pittidae (Pittas),genus-level,"Hydrornis_irena, Hydrornis_guajanus, Hydrornis_schwaneri",,Recent splits,0,1
4405,Hydrornis_baudii,Blue-headed Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4406,Hydrornis_cyaneus,Blue Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4407,Hydrornis_elliotii,Bar-bellied Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4408,Hydrornis_gurneyi,Gurney's Pitta,Hydrornis,Pittidae (Pittas),,,,,0,0
4409,Pitta_angolensis,African Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4410,Pitta_reichenowi,Green-breasted Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4411,Pitta_brachyura,Indian Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4412,Pitta_moluccensis,Blue-winged Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4413,Pitta_nympha,Fairy Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4414,Pitta_sordida,Hooded Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4415,Pitta_steerii,Azure-breasted Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4416,Pitta_versicolor,Noisy Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4417,Pitta_maxima,Ivory-breasted Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4418,Pitta_concinna,Ornate Pitta,Pitta,Pittidae (Pittas),genus-level,"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,0,0
4419,Pitta_elegans,Elegant Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4420,Pitta_vigorsii,Banda Sea Pitta,Pitta,Pittidae (Pittas),genus-level,"Pitta_concinna, Pitta_elegans, Pitta_vigorsii",,MJI guess based on morphology and recent split,0,0
4421,Pitta_anerythra,Black-faced Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4422,Pitta_megarhyncha,Mangrove Pitta,Pitta,Pittidae (Pittas),genus-level,"Pitta_moluccensis, Pitta_megarhyncha",,"Sometimes considered conspecific with P. moluccensis, but differs in morphology, plumage pattern and behaviour, separated ecologically, and no apparent interbreeding where ranges come into contact.",0,0
4423,Pitta_superba,Superb Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4424,Pitta_iris,Rainbow Pitta,Pitta,Pittidae (Pittas),,,,,0,0
4425,Euchrepomis_callinota,Rufous-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,,0,0
4426,Euchrepomis_humeralis,Chestnut-shouldered Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,,0,0
4427,Euchrepomis_sharpei,Yellow-rumped Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,,0,0
4428,Euchrepomis_spodioptila,Ash-winged Antwren,Euchrepomis,Thamnophilidae (Typical Antbirds),,,,,0,0
4429,Cymbilaimus_lineatus,Fasciated Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,,0,0
4430,Cymbilaimus_sanctaemariae,Bamboo Antshrike,Cymbilaimus,Thamnophilidae (Typical Antbirds),,,,,0,0
4431,Hypoedaleus_guttatus,Spot-backed Antshrike,Hypoedaleus,Thamnophilidae (Typical Antbirds),,,,,0,0
4432,Batara_cinerea,Giant Antshrike,Batara,Thamnophilidae (Typical Antbirds),,,,,0,0
4433,Mackenziaena_leachii,Large-tailed Antshrike,Mackenziaena,Thamnophilidae (Typical Antbirds),,,,,0,0
4434,Mackenziaena_severa,Tufted Antshrike,Mackenziaena,Thamnophilidae (Typical Antbirds),,,,,0,0
4435,Frederickena_viridis,Black-throated Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,,0,0
4436,Frederickena_unduliger,Undulated Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,,0,0
4437,Frederickena_fulva,Fulvous Antshrike,Frederickena,Thamnophilidae (Typical Antbirds),,,,,0,0
4438,Taraba_major,Great Antshrike,Taraba,Thamnophilidae (Typical Antbirds),,,,,0,0
4439,Sakesphorus_canadensis,Black-crested Antshrike,Sakesphorus,Thamnophilidae (Typical Antbirds),,,,,0,0
4440,Sakesphorus_cristatus,Silvery-cheeked Antshrike,Sakesphorus,Thamnophilidae (Typical Antbirds),,,,,0,0
4441,Sakesphorus_luctuosus,Glossy Antshrike,Sakesphorus,Thamnophilidae (Typical Antbirds),,,,,0,0
4442,Biatas_nigropectus,White-bearded Antshrike,Biatas,Thamnophilidae (Typical Antbirds),,,,,0,0
4443,Thamnophilus_doliatus,Barred Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4444,Thamnophilus_ruficapillus,Rufous-capped Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4445,Thamnophilus_torquatus,Rufous-winged Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4446,Thamnophilus_zarumae,Chapman's Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4447,Thamnophilus_multistriatus,Bar-crested Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4448,Thamnophilus_tenuepunctatus,Lined Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4449,Thamnophilus_palliatus,Chestnut-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4450,Thamnophilus_bernardi,Collared Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4451,Thamnophilus_atrinucha,Black-crowned Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4452,Thamnophilus_bridgesi,Black-hooded Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4453,Thamnophilus_schistaceus,Plain-winged Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4454,Thamnophilus_murinus,Mouse-colored Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4455,Thamnophilus_nigriceps,Black Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4456,Thamnophilus_praecox,Cocha Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4457,Thamnophilus_cryptoleucus,Castelnau's Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4458,Thamnophilus_nigrocinereus,Blackish-gray Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4459,Thamnophilus_punctatus,Northern Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4460,Thamnophilus_stictocephalus,Natterer's Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4461,Thamnophilus_sticturus,Bolivian Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4462,Thamnophilus_pelzelni,Planalto Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4463,Thamnophilus_ambiguus,Sooretama Slaty-Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4464,Thamnophilus_caerulescens,Variable Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4465,Thamnophilus_unicolor,Uniform Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4466,Thamnophilus_aethiops,White-shouldered Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4467,Thamnophilus_aroyae,Upland Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4468,Thamnophilus_melanonotus,Black-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4469,Thamnophilus_melanothorax,Band-tailed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4470,Thamnophilus_amazonicus,Amazonian Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
4471,Thamnophilus_insignis,Streak-backed Antshrike,Thamnophilus,Thamnophilidae (Typical Antbirds),,,,,0,0
